experiment,matchType,pid,srgiResponse
no-chat,random,672feaa71ba8b290765e0c7a,3.5
no-chat,random,663cfa07795619019d825ae6,1.625
no-chat,random,65d594b4198b2fcc568946bd,4.375
no-chat,low,62dc24fa35bc6caa02048e3e,3.25
no-chat,low,66eb05aa9fe93bc39312f2cb,2.375
no-chat,random,66537b0010ca11939058e52b,4.625
no-chat,low,67142cd1ad4f5e32d6c73620,2.625
no-chat,random,67ad09020cbc78980883b40f,3.125
no-chat,high,5d6ef023cfe0a400198f911e,2.75
no-chat,high,63e5a9ac42659ba7af9e1d10,4.375
no-chat,high,631b0988a96b930d4bbf0e64,3.375
no-chat,random,67ab596936b58c119548d589,6.0
no-chat,random,5d4c57f398b7a800018eb77a,2.375
no-chat,low,6755f22325fdddb95444d0ce,4.375
no-chat,low,5e0e14d3ecb3ea56d7be5995,2.375
no-chat,high,60f30a747b80c5af8f01df4f,2.875
no-chat,low,660c9ac127c7212356b11892,3.125
no-chat,high,6669a122ab60c120f94b3aa5,4.0
no-chat,high,6337b9604370dd57643b81a0,4.625
no-chat,high,670218c2b67aa153fd9164fb,7.0
no-chat,high,6547bf8012d4702680d55663,3.0
no-chat,random,67a4d8478e10d81562b0b5a0,5.5
no-chat,random,67ac0a2102a324df45ed2290,2.25
no-chat,low,65aea778b89350ece997a1d7,5.0
no-chat,low,59fd4a71f5b5a3000139379c,4.0
no-chat,high,629518483741b8bf26238861,5.25
no-chat,low,67775f92d4b56598665d8b89,2.0
no-chat,random,6685dba14d53fe6101047e9b,4.0
no-chat,low,66afb09765f525abb800e628,2.875
no-chat,high,661ae93e33b51f5d31a8c3bb,3.875
no-chat,low,66b50357f28ed24fa377665b,7.0
no-chat,low,671c6388e7f3a0500d64bf30,4.0
no-chat,low,65ad8cbe536f6156d448ee15,3.375
no-chat,high,5edf975930f30b270a6d90c7,4.875
no-chat,random,60fe22beeb612ead4d261590,2.125
no-chat,random,6690c433c8bedd2996d7f973,3.375
no-chat,high,5f244e0d0d7f44018faa3938,3.0
no-chat,high,6743028dba3a6dfeeeb534ea,4.25
no-chat,high,6746f20b04a94683c21e16fd,4.75
no-chat,low,63176b3d19c878b72da825bf,4.125
no-chat,high,678e9e2ffd972545982440e9,3.25
no-chat,random,6287a8c4a6303ff156cd0853,2.375
no-chat,high,66fc766194476571817985fb,3.75
no-chat,high,5e35e01b5bfa43595d69621d,3.125
no-chat,low,6376b9ede4f5ca90df04d617,4.625
no-chat,low,614ece6fdaa50e12e6f3f98f,2.5
no-chat,high,6789684706f53a6cd579c39d,6.0
no-chat,random,66abc1c82e0fab4f407454a8,5.125
no-chat,random,5c6f00110b99a000018cc3c1,1.125
no-chat,random,67ab7f3cdb33d558760d799c,5.0
no-chat,random,67accaf5ece612d8f19b39ac,5.875
no-chat,high,5eb3935fd0e02317909c5f32,4.0
no-chat,high,65296a5e6b3da09843f655ba,2.0
no-chat,high,67632087324c64ed501ce697,4.75
no-chat,low,672c4e78eeaae1dfe925f5e2,3.625
no-chat,high,6683b31d16dd162d502a8b00,3.625
no-chat,high,678b84af19e334ec7d6caaa4,5.625
no-chat,random,66116b402e87c03e47d1d74c,4.375
no-chat,random,66db9db4324609f1a7231f49,5.0
no-chat,random,60dde3c32d443979e545ce9d,4.5
no-chat,high,5d11e762cc2d290016bc2364,3.125
no-chat,low,61036c39549abd4fa911d139,4.125
no-chat,high,666b68ba62cb93ed734157c1,1.0
no-chat,high,636148a83d7a7c349bb08436,5.375
no-chat,random,66d35b03bcb3091502ad7249,2.625
no-chat,low,65fb580ab7fbb2d518ee8eaa,1.5
no-chat,high,67aa9ffdefe7fbc9f9c16ada,5.75
no-chat,high,6514a8e7e21c6ff0317fe0b5,5.375
no-chat,random,601b492280b3ce4fa542774f,2.0
no-chat,low,5f2047f472c1fd2eaf643c64,4.375
no-chat,low,601fc50f4b7f33504a02cd52,4.125
no-chat,random,676779b173d3cbf6add72afa,2.25
no-chat,random,5d61547443c13200193ccb12,2.5
no-chat,low,5c4e3977c0783c00016936f9,4.0
no-chat,random,5b662ae58e22f000010e724f,3.875
no-chat,low,661fc9c5dd7df462499ebec8,2.625
no-chat,low,674fca84082aa5de022eeedd,3.625
no-chat,low,62a15df1dd6fa394ea04f063,2.75
no-chat,low,651d9ea96f3253abbfd8d38b,4.125
no-chat,high,5d6513f46f5284000118ef1d,3.0
no-chat,low,6731876be8c419cf04d952b7,5.75
no-chat,random,6562177a48308eebbb6359ea,2.125
no-chat,high,66f188fa364a3d1b7b016146,3.75
no-chat,high,5c1c74700036a80001193c24,3.875
no-chat,high,66744822576b11d40628191b,4.625
no-chat,high,6644cd2538b07b2b6aaa4376,4.0
no-chat,high,67ad56ebda8ab6b3b3decc7f,4.875
no-chat,high,673b72095f4a27d106f94423,4.75
no-chat,low,666f2488909bc0331b8563e6,3.0
no-chat,low,67903056248612a5ca0e9195,1.875
no-chat,random,63d7e922e50b2de04efa703a,5.0
no-chat,high,67697d085028c866377525a4,5.375
no-chat,high,675a1c9c5cac55bc951ff999,3.5
no-chat,high,6101e7f68ba54befff1550d1,3.5
no-chat,random,67a97a33748241eb61445b41,4.125
no-chat,low,60da4f9aa1ced7efeecca18a,2.125
no-chat,high,67857b540449990fd75059db,4.875
no-chat,random,636da58a0d76bbb9167dbf3e,5.0
no-chat,random,66a337531d9c242e4a71267a,4.875
